id_evento,nombre_evento,url_evento,codigo_postal,direccion,horario,fecha_inicio,fecha_fin,organizacion,id_ciudad
82,En compañía de las letras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=383d2a21725d3910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,11:00,2025-01-31,2025-06-27,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),1
83,En la alcoba del Sultán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3986d58d22984910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2025-02-01,2025-03-08,Cineteca Madrid,1
84,Encyclopenglish,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22533544ae1b4910VgnVCM2000001f4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,2025-01-29,2025-06-25,Biblioteca Pública Municipal Iván de Vargas (Centro),1
85,Entierro de la sardina. Se acabó la fiesta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=134c7a0da9294910VgnVCM1000001d4a900aRCRD,28001,CALLE GOYA 1,,2025-02-21,2025-03-14,Centro Cultural Emilia Pardo Bazán (Salamanca),1
86,Escritura creativa en la Biblioteca Pío Baroja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=30405a33ba4e3910VgnVCM1000001d4a900aRCRD,28005,CALLE ARGANDA 12,11:00,2025-02-28,2025-03-21,Biblioteca Pública Municipal Pío Baroja (Arganzuela),1
87,Escritura creativa para mujeres: relatos y autorreflexión,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b3823c4d617f810VgnVCM2000001f4a900aRCRD,28007,CALLE ARREGUI Y ARUEJ 31,18:00,2025-01-14,2025-06-24,Espacio de Igualdad Elena Arnedo Soriano. Retiro,1
88,Escritura emocional. Espacio de Igualdad Carme Chacón,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73b9470052eb2910VgnVCM2000001f4a900aRCRD,28043,CALLE MATAPOZUELOS 2,11:00,2025-01-07,2025-04-29,Espacio de Igualdad Carme Chacón. Hortaleza,1
89,Escuela de espectadores sénior,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06df85f1bda62910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,2024-10-03,2025-06-25,Nave 10 Matadero. Creación Dramática Contemporánea,1
90,Escuela de Teatro. Teatro Municipal de Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43c50a3c214f3810VgnVCM2000001f4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,,2024-09-01,2025-07-01,Teatro Municipal de Vallecas,1
91,Espacio P.O.M 2024-25,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=663e02a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,2024-09-01,2025-05-31,Centro de Cultura Contemporánea Conde Duque,1
92,"Espacios naturales españoles, guardianes de la biodiversidad",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd4a29457e3e3910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,10:00,2025-01-02,2025-03-30,Centro de Información y Educación Ambiental de El Huerto de El Retiro,1
93,Estrenos Cineteca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e63fc6a6f343910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2024-09-05,2025-07-31,Cineteca Madrid,1
94,Explora y juega Matadero Madrid en Familia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7fff2d5c9662910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2024-10-05,2026-06-30,Matadero Madrid,1
95,Exploradores de imágenes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=13c5e7da8b822910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2024-10-01,2025-06-01,Matadero Madrid,1
96,Exposición de pintura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=483209b11b535910VgnVCM1000001d4a900aRCRD,28027,CALLE ALCALA 527,,2025-02-24,2025-03-09,Parque Quinta de los Molinos,1
97,Exposición de Pintura `Paisajes´ y `Rincones de Serradilla del Llano´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=55bf157fd8e15910VgnVCM1000001d4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,,2025-03-01,2025-03-31,Centro Sociocultural Marconi (Villaverde),1
98,Exposición de pintura: 'Evelyn contemporary art',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4c4b89373232910VgnVCM1000001d4a900aRCRD,28049,Carretera M-607 Km 13 L-10 ,08:30,2025-02-02,2025-03-02,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),1
99,Exposición fotográfica,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1df19c4490405910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 6,,2025-02-19,2025-03-13,Centro Cultural Casa del Reloj (Arganzuela),1
100,Exposición fotográfica: Fauna del entorno Meaques-Retamares,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2b072b8d63e3910VgnVCM2000001f4a900aRCRD,28011,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:00,2025-01-02,2025-03-30,Centro de Información y Educación Ambiental de Casa de Campo,1
101,Exposición - Hecho a mano,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=66db531fddbc4910VgnVCM2000001f4a900aRCRD,28015,CALLE GALILEO 39,,2025-02-18,2025-03-01,Centro Cultural Galileo (Chamberí),1
102,Exposición: CLAIF. Biodiversidad de los universos: Cosmovisión Miskita,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2156bdd836ef4910VgnVCM2000001f4a900aRCRD,28002,CALLE MANTUANO 51,,2025-02-17,2025-03-03,Centro Cultural Nicolás Salmerón (Chamartín),1
103,"Exposición: Giovanni Perluigi da Palestrina, compositor renacentista de música sacra",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba41e51b020e4910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,2025-02-07,2025-03-31,Biblioteca Musical Víctor Espinós,1
104,Exposición: Onírica,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=25ef33d971394910VgnVCM1000001d4a900aRCRD,28026,CALLE JULIO AGUIRRE 10,,2025-02-08,2025-03-08,Centro Sociocultural Cánovas del Castillo (Usera),1
105,Fabricantes de historias,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f71667b761044910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2025-01-25,2025-03-15,Matadero Madrid,1
106,Fachadas de comercios centenarios,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb2cb7a12d044910VgnVCM2000001f4a900aRCRD,28015,CALLE AMANIEL 29,,2025-01-11,2025-03-01,Centro Cultural Clara del Rey - Museo ABC (Centro),1
107,Falamos Português,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48c4948aceca4910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,18:00,2025-02-21,2025-06-20,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),1
108,Fiesta de carnaval en el Barrio del Aeropuerto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f398b96cdd4f4910VgnVCM1000001d4a900aRCRD,0,,18:00,2025-03-01,2025-03-01,,1
109,Fiesta de carnaval en el Barro de la Alameda de Osuna,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0f776ba794f4910VgnVCM1000001d4a900aRCRD,0,,18:00,2025-03-01,2025-03-01,,1
110,Fuentesal Arenillas e Itziar Okariz «CARRUSEL»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ec102a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,2025-02-27,2025-05-18,Centro de Cultura Contemporánea Conde Duque,1
111,Gala Internacional de Magia en Escena,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2c01d17620b3910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,,2025-02-12,2025-03-09,Teatro Circo Price,1
112,"Ganchillo, punto o lo que queramos",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fff5499d1fc63910VgnVCM1000001d4a900aRCRD,28043,CALLE MATAPOZUELOS 2,11:00,2025-01-07,2025-04-29,Espacio de Igualdad Carme Chacón. Hortaleza,1
113,Grupo autónomo de Wikipedia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4f04d15a5664910VgnVCM2000001f4a900aRCRD,28039,CALLE BRAVO MURILLO 133,11:00,2025-01-09,2025-03-27,Espacio de Igualdad Hermanas Mirabal. Tetuán,1
114,Héctor Serrano,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b1fba93a70e4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2025-02-27,2025-03-30,Matadero Madrid,1
115,Historia de una escalera,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22bee2fc6e6c1910VgnVCM1000001d4a900aRCRD,28012,CALLE PRINCIPE 25,19:00,2025-01-24,2025-03-30,Teatro Español,1
116,Informática nivel intermedio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f01d88f2de54910VgnVCM1000001d4a900aRCRD,28022,PLAZA EURIPIDES 1,10:30,2025-01-13,2025-03-31,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
117,Iniciación a la informática,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9203d88f2de54910VgnVCM1000001d4a900aRCRD,28022,PLAZA EURIPIDES 1,10:30,2025-01-13,2025-03-31,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
118,Intercambio de libros,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f98dcd6abd1910VgnVCM1000001d4a900aRCRD,28042,CALLE BOTICA 7,,2024-09-30,2025-09-28,Centro Cultural - Centro Socio Cultural Villa de Barajas,1
119,INVICTUS. El deporte madrileño a través de sus trofeos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=880148eed77b4910VgnVCM2000001f4a900aRCRD,28004,CALLE FUENCARRAL 78,10:00,2025-01-30,2025-04-27,Museo de Historia de Madrid,1
120,It from bit,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4f03e86bd0d2910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2024-12-05,2025-03-09,Matadero Madrid,1
121,Itinerario Ornitológico Parque Emperatriz María de Austria,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af9fc2fff9aac810VgnVCM1000001d4a900aRCRD,0,,09:00,2025-03-01,2025-03-01,,1
122,IV Edición del Certamen de Fotografía Villa de Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3abcfac99225910VgnVCM2000001f4a900aRCRD,28031,CALLE MANUEL VELEZ 10,,2025-02-20,2025-03-21,Centro Sociocultural Francisco Fatou (Villa de Vallecas),1
123,IV Festival de carnaval Carabanchel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f2d6cac46835910VgnVCM2000001f4a900aRCRD,28054,CALLE SALVADOR ALLENDE 3,11:00,2025-03-01,2025-03-01,Parque de Salvador Allende,1
124,IX Muestra de Orfebrería Contemporánea,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=33f41b63dd81b810VgnVCM1000001d4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,14:00,2025-01-28,2025-03-23,Imprenta Municipal - Artes del libro,1
125,IX Muestra Orfebrería Contemporánea,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c329b6c617b4910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,11:00,2025-02-05,2025-03-23,Museo de Arte Contemporáneo de Madrid,1
126,Jornadas de filosofía. La mirada de la lechuza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1705e01f5be02910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,,2024-10-03,2025-06-26,Centro Cultural Antonio Machado (San Blas - Canillejas),1
127,Jornadas de sensibilización e información sobre los procesos participativos en Chamartín.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9edb6e29da735910VgnVCM2000001f4a900aRCRD,0,,12:00,2025-03-01,2025-03-01,,1
128,"Julieta, pero no mucho",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3ba2c84ecd15910VgnVCM2000001f4a900aRCRD,28022,AVENIDA SEPTIMA 11,19:00,2025-03-01,2025-03-01,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),1
129,La Leyenda del Titanic,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ef58c83603a0910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2024-09-12,2025-07-31,Matadero Madrid,1
130,La primavera en el mundo macro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4090157fd8e15910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,08:30,2025-02-21,2025-03-28,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),1
131,La señorita de Trévelez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9fb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,2025-02-16,2025-04-20,Fernán Gómez Centro Cultural de la Villa,1
132,La vuelta al mundo: el viaje del principito,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8be109b11b535910VgnVCM1000001d4a900aRCRD,28027,CALLE ALCALA 527,,2025-02-24,2025-03-09,Parque Quinta de los Molinos,1
133,Laboratorio de Técnicas de Estudio y Clases de Apoyo Escolar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=912ed305de902910VgnVCM2000001f4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,18:00,2024-10-07,2025-04-28,Centro Sociocultural Marconi (Villaverde),1
134,Laboratorio infantil: Preparando el Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a00f434865fd4910VgnVCM2000001f4a900aRCRD,28049,Carretera M-607 Km 13 L-10 ,17:00,2025-02-22,2025-03-01,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),1
135,Laboratorios ciudadanos: Rescatando la memoria de la Dehesa de la Villa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0825a2fa9a3e3910VgnVCM1000001d4a900aRCRD,0,,10:00,2025-02-01,2025-03-30,Centro de Información y Educación Ambiental de Dehesa de la Villa,1
136,Las escénicas: taller de teatro para el empoderamiento femenino,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=434f02b68bf54910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,16:30,2025-01-08,2025-03-26,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
137,Le kiosque,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ac9d411dc735910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:00,2025-03-01,2025-03-01,Cineteca Madrid,1
138,"Lectura de textos dramáticos traducidos, por Entre Bambalíneas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ac9ec15205d3910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,17:30,2025-01-24,2025-06-20,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),1
139,Libres y Seguras. Autodefensa feminista en el Espacio de Igualdad Lourdes Hernández,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=90fe82449be9e810VgnVCM1000001d4a900aRCRD,28019,CALLE COMANDANTE FONTANES 8,18:00,2025-01-23,2025-06-26,Espacio de Igualdad Lourdes Hernández. Carabanchel,1
140,Literatura con nombre de mujer: Club de lectura.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=07773d9181f54910VgnVCM1000001d4a900aRCRD,28022,PLAZA EURIPIDES 1,10:00,2025-01-09,2025-03-28,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
141,Los gigantes de la montaña,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ffeb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,2025-01-21,2025-03-02,Fernán Gómez Centro Cultural de la Villa,1
142,"Los malestares de Lucía, los malestares de todas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=82bfb1ed8d964910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,12:00,2025-01-09,2025-03-27,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,1
143,Los Secretos del Capricho: público familiar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bca9ad065bac810VgnVCM1000001d4a900aRCRD,0,,10:30,2025-03-01,2025-03-01,,1
144,Ludoteca en Centro Cultural  Miguel Hernández,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=424529ae67e9e810VgnVCM2000001f4a900aRCRD,28044,CALLE SERRADILLA 13,,2024-10-04,2025-06-28,Centro Cultural Miguel Hernández (Latina),1
145,Ludoteca en Centro Cultural Fernando de los Ríos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c62cdfaf0ae9e810VgnVCM2000001f4a900aRCRD,28047,CALLE CAMARENA 10,,2024-10-04,2025-06-28,Centro Cultural Fernando de los Ríos (Latina),1
146,Ludoteca en Centro Cultural José Luis Sampedro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=88f129ae67e9e810VgnVCM2000001f4a900aRCRD,28047,CALLE CASTROSERNA 4,,2024-10-04,2025-06-28,Centro Cultural José Luis Sampedro (Latina),1
147,Ludoteca en Centro Cultural Sara Montiel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9000e8cdd9e810VgnVCM2000001f4a900aRCRD,28024,CARRETERA BOADILLA DEL MONTE 40,,2024-10-04,2025-06-28,Centro Cultural Sara Montiel (Latina),1
148,Ludoteca en Centro Sociocultural Almirante Churruca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb0e29ae67e9e810VgnVCM2000001f4a900aRCRD,28024,CALLE FUENTE DEL TIRO 72,,2024-10-04,2025-06-28,Centro Sociocultural Almirante Churruca (Latina),1
149,Ludoteca en Centro Sociocultural El Greco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a5029ae67e9e810VgnVCM2000001f4a900aRCRD,28011,CALLE EL GRECO 29,,2024-10-04,2025-06-28,Centro Sociocultural El Greco (Latina),1
150,Ludoteca en Centro Sociocultural Rosario Acuña,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=109ddfaf0ae9e810VgnVCM2000001f4a900aRCRD,28011,CALLE MARIA DEL CARMEN 65,,2024-10-05,2025-06-28,Centro Sociocultural Rosario de Acuña (Latina),1
151,Ludoteca en la Biblioteca Ángel González,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50a99392d9f94810VgnVCM1000001d4a900aRCRD,28024,CALLE GRANJA DE TORREHERMOSA 1,09:30,2024-09-14,2025-05-31,Biblioteca Pública Municipal Ángel González (Latina),1
152,Ludotecas en Centro Sociocultural Latina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c61197cb41f810VgnVCM1000001d4a900aRCRD,0,,,2024-10-05,2025-06-28,,1
153,Macbeth,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ffbb723be725910VgnVCM1000001d4a900aRCRD,28017,CALLE SANTA FELICIDAD 39,19:00,2025-03-01,2025-03-01,Centro Cultural la Elipa (Ciudad Lineal),1
154,Madrid Monumental: Antonio Palacios,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d432e1f659714910VgnVCM2000001f4a900aRCRD,28015,CALLE CONDE DUQUE 11,18:30,2025-01-23,2025-12-31,Hemeroteca Municipal,1
155,Madrileñas Ilustres: Rosario de Acuña (1850-1923),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a77f8f6c914d3910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,2024-12-13,2025-06-30,Biblioteca Histórica Municipal,1
156,"Marconi. Pasacalles, Concurso de Disfraces y Orquesta",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f152e655eaf4910VgnVCM1000001d4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,18:00,2025-03-01,2025-03-01,Centro Sociocultural Marconi (Villaverde),1
157,Martes de estiramientos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=92b5811002304910VgnVCM1000001d4a900aRCRD,28007,CALLE ARREGUI Y ARUEJ 31,10:00,2025-01-14,2025-04-22,Espacio de Igualdad Elena Arnedo Soriano. Retiro,1
158,Máscaras mágicas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe2e87330c444910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,2025-02-01,2025-04-05,Matadero Madrid,1
159,Masterclass de Dirección de Fotografía en Rodaje,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ba3123450bc4910VgnVCM1000001d4a900aRCRD,0,,16:00,2025-02-11,2025-03-07,,1
160,Me estiro y no me estreso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=609a54036fb1d810VgnVCM1000001d4a900aRCRD,28043,CALLE MATAPOZUELOS 2,18:00,2025-01-08,2025-04-30,Espacio de Igualdad Carme Chacón. Hortaleza,1
161,Meditación Vipassana,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50231f760e2b1910VgnVCM2000001f4a900aRCRD,0,,09:45,2024-09-18,2025-06-18,,1
